"inst","eid","pid","pmid","sub.period","corr.period","proj","exper","exper2","institute","country","submitter","file","first.row.in.file.int","last.row.in.file.int","row.in.file.plot","pub.id","pub.info","lat","long","topo","field","plot","plot.area","treat","rep","rep2","n.ints","t.start.p","t.end.p","dt1","dt.min","dt.max","ct.min","ct.max","meas.tech","meas.tech2","meas.tech.orig","meas.tech.det","j.NH31","j.rel1","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","clay","silt","sand","oc","soil.type","soil.type2","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","air.temp.z","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","soil.temp.z","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.z","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","wind.loc","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.tot","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","far.loc","man.source","man.source.orig","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.trt3","man.stor","man.dm","man.vs","man.tkn","man.tan","man.vfa","man.tic","man.ua","man.ph","acid","date.start","app.start","app.start.orig","app.end","app.end.orig","app.method","app.method.orig","app.rate","tan.app","incorp","incorp.orig","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.orig","crop.z","crop.area","lai","notes.plot","flag.plot","new.ID"
205,610,3363,3367,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",5,62,5,NA,NA,56.493,9.5613,"flat","Foulumgård","1 AD",0.2,"AD",1,NA,58,2022-04-05 14:17:02.544,2022-04-11 08:28:43.103,1.7323,1.7319,18.937,1.7323,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.46793,0.013803,NA,2.0735,3.0155,4.7315,6.613,8.8621,10.398,11.717,NA,12.961,NA,2.0735,3.0155,4.7315,6.613,8.8621,10.398,11.717,NA,12.961,NA,0.061166,0.088953,0.13957,0.19507,0.26142,0.30672,0.34563,NA,0.38233,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,5,4.5666,3.1166,2.1,3.9174,3.8508,4.0826,4.0622,4.0622,2,NA,4.7,4.8,4.8,4.4308,4.5435,4.7629,4.8352,4.8412,4.8412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,336.35,235.66,117.91,89.261,72.276,54.684,121.14,134.34,134.34,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,57.35,60.167,70.867,84.485,88.391,87.829,80.335,78.553,78.553,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"slurry","Anaerobic digestion","None",NA,NA,6.2,76.89,2.72,1.13,NA,NA,NA,7.51,FALSE,2022-04-05,2022-04-05 14:17:02.544,1649168222.544,2022-04-11 10:12:39.228,1649671959.228,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",NA,"Trial 1"
205,610,3364,3368,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",63,121,6,NA,NA,56.493,9.5613,"flat","Foulumgård","10 AD-L",0.2,"AD-L",3,NA,59,2022-04-05 15:28:59.838,2022-04-11 09:40:40.994,1.7326,1.7319,18.814,1.7326,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.12785,0.0037713,NA,0.53038,0.71048,1.039,1.6062,2.2275,2.6464,3.1856,NA,3.6018,NA,0.53038,0.71048,1.039,1.6062,2.2275,2.6464,3.1856,NA,3.6018,NA,0.015645,0.020958,0.030649,0.047381,0.065709,0.078064,0.09397,NA,0.10625,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.6,3.9667,2.5167,2.4693,4.0435,3.8803,4.1046,4.0932,4.0932,2,NA,4.8,4.8667,4.7667,4.3769,4.5348,4.7532,4.8389,4.8412,4.8412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,246.16,164.28,82.137,95.165,70.783,70.355,138.07,150.75,150.75,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,63.1,66,76.4,86.662,89.839,88.32,80.014,78.323,78.323,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,NA,4.16,70.16,2.48,1.13,NA,NA,NA,7.53,FALSE,2022-04-05,2022-04-05 15:28:59.838,1649172539.838,2022-04-11 11:24:37.214,1649676277.214,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".",NA,"Trial 1"
205,610,3365,3369,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",122,179,7,NA,NA,56.493,9.5613,"flat","Foulumgård","12 AD",0.2,"AD",3,NA,58,2022-04-05 15:44:59.764,2022-04-11 09:56:41.082,1.7324,1.732,18.937,1.7324,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.31445,0.0092757,NA,1.639,2.4556,4.2855,6.931,9.9054,11.909,13.674,NA,15.224,NA,1.639,2.4556,4.2855,6.931,9.9054,11.909,13.674,NA,15.224,NA,0.048348,0.072437,0.12642,0.20445,0.2922,0.35128,0.40336,NA,0.44908,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.65,4,2.4667,2.4615,3.9818,3.8778,4.1101,4.0883,4.0883,2,NA,4.85,4.9,4.7667,4.3769,4.5273,4.7532,4.8407,4.8412,4.8412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,226.75,151.33,75.667,88.907,68.282,64.771,133.79,145.08,145.08,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,60.8,64.467,75.933,85.939,89.168,87.574,79.477,78.056,78.056,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"slurry","Anaerobic digestion","None",NA,NA,6.2,76.89,2.72,1.13,NA,NA,NA,7.51,FALSE,2022-04-05,2022-04-05 15:44:59.764,1649173499.764,2022-04-11 11:40:37.153,1649677237.153,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3366,3370,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",180,238,8,NA,NA,56.493,9.5613,"flat","Foulumgård","2 AD-F",0.2,"AD-F",1,NA,59,2022-04-05 14:25:01.736,2022-04-11 08:36:43.709,1.7325,0.2699,18.937,1.7325,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.033329,0.0077509,NA,0.10753,0.13461,0.13339,0.19031,0.34159,0.44209,0.63016,NA,0.75207,NA,0.10753,0.13461,0.13339,0.19031,0.34159,0.44209,0.63016,NA,0.75207,NA,0.025008,0.031305,0.03102,0.044258,0.07944,0.10281,0.14655,NA,0.1749,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,5,4.5668,3.0167,2.0693,3.8957,3.8312,4.0745,4.0703,4.0703,2,NA,4.7,4.8,4.7833,4.4154,4.5348,4.758,4.8308,4.8382,4.8382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,336.35,235.69,117.84,89.212,72.302,53.292,119.1,133.5,133.5,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,57.35,60.166,71.883,84.962,88.7,87.98,80.388,78.484,78.484,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,NA,22.49,88.01,3.56,0.43,NA,NA,NA,8.02,FALSE,2022-04-05,2022-04-05 14:25:01.736,1649168701.736,2022-04-11 10:20:39.742,1649672439.742,"bsth","Band spread or trailing hose",10,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3367,3371,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",239,297,9,NA,NA,56.493,9.5613,"flat","Foulumgård","4 AD-L",0.2,"AD-L",1,NA,59,2022-04-05 14:41:00.781,2022-04-11 08:52:43.483,1.7328,0.53604,18.937,1.7328,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.14238,0.0042,NA,0.55833,0.74521,1.0588,1.6116,2.3834,2.9222,3.5812,NA,4.153,NA,0.55833,0.74521,1.0588,1.6116,2.3834,2.9222,3.5812,NA,4.153,NA,0.01647,0.021983,0.031233,0.047539,0.070308,0.0862,0.10564,NA,0.12251,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.75,4.4,2.8834,2.0539,3.887,3.8264,4.0755,4.0661,4.0661,2,NA,4.75,4.8333,4.7833,4.4077,4.5348,4.758,4.8301,4.839,4.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,330.4,231.7,115.86,88.225,70.781,55.432,119.25,135.52,135.52,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,62,63.267,73.716,85.969,89.265,88.298,80.639,78.721,78.721,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,NA,4.16,70.16,2.48,1.13,NA,NA,NA,7.53,FALSE,2022-04-05,2022-04-05 14:41:00.781,1649169660.781,2022-04-11 10:36:39.401,1649673399.401,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3368,3372,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",298,355,10,NA,NA,56.493,9.5613,"flat","Foulumgård","5 AD-F",0.2,"AD-F",2,NA,58,2022-04-05 14:49:00.812,2022-04-11 09:00:42.656,1.7326,1.732,18.937,1.7326,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.026099,0.0060696,NA,0.083454,0.10201,0.089432,0.11755,0.23378,0.30978,0.41041,NA,0.49422,NA,0.083454,0.10201,0.089432,0.11755,0.23378,0.30978,0.41041,NA,0.49422,NA,0.019408,0.023724,0.020798,0.027338,0.054368,0.072041,0.095444,NA,0.11493,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.6,4.3,2.8334,2.2308,3.9652,3.8679,4.1009,4.0845,4.0845,2,NA,4.8,4.8667,4.8,4.4154,4.5391,4.758,4.8352,4.8387,4.8387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,246.15,175.54,87.771,80.504,65.558,52.497,116.13,134.48,134.48,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,63.1,64,74.083,85.361,88.9,88.11,80.445,78.605,78.605,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,NA,22.49,88.01,3.56,0.43,NA,NA,NA,8.02,FALSE,2022-04-05,2022-04-05 14:49:00.812,1649170140.812,2022-04-11 10:44:39.567,1649673879.567,"bsth","Band spread or trailing hose",10,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3369,3373,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",356,415,11,NA,NA,56.493,9.5613,"flat","Foulumgård","6 AD",0.2,"AD",2,NA,60,2022-04-05 15:05:01.006,2022-04-11 09:16:42.12,1.7325,1.732,17.204,1.7325,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.37347,0.011017,NA,1.8082,2.6859,4.5323,6.6968,9.318,11.11,12.447,NA,13.765,NA,1.8082,2.6859,4.5323,6.6968,9.318,11.11,12.447,NA,13.765,NA,0.053341,0.07923,0.1337,0.19754,0.27487,0.32773,0.36716,NA,0.40604,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.6,3.9667,2.6167,2.1308,3.887,3.7483,4.0079,4.0264,4.0264,2,NA,4.8,4.8667,4.7833,4.4,4.5391,4.7556,4.837,4.84,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,246.16,164.27,82.135,81.087,64.03,62.857,123.92,141.39,141.39,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,63.1,66,75.267,85.908,89.318,88.447,80.554,78.683,78.683,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"slurry","Anaerobic digestion","None",NA,NA,6.2,76.89,2.72,1.13,NA,NA,NA,7.51,FALSE,2022-04-05,2022-04-05 15:05:01.006,1649171101.006,2022-04-11 11:00:39.086,1649674839.086,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3370,3374,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",416,476,12,NA,NA,56.493,9.5613,"flat","Foulumgård","8 AD-F",0.2,"AD-F",3,NA,61,2022-04-05 15:13:00.856,2022-04-11 09:24:41.454,1.7326,0.13293,17.204,1.7326,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.019376,0.004506,NA,0.069045,0.088119,0.087926,0.12927,0.39003,0.53976,0.66318,NA,0.80138,NA,0.069045,0.088119,0.087926,0.12927,0.39003,0.53976,0.66318,NA,0.80138,NA,0.016057,0.020493,0.020448,0.030062,0.090704,0.12552,0.15423,NA,0.18637,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.6,3.9667,2.6166,2.1846,3.9137,3.8024,3.9403,3.9682,3.9682,2,NA,4.8,4.8667,4.7833,4.3846,4.5304,4.7507,4.8514,4.8509,4.8509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,246.16,164.28,82.136,82.03,64.567,63.148,92.113,117.19,117.19,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,63.1,66,75.267,86.023,89.383,88.107,80.606,78.764,78.764,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,NA,22.49,88.01,3.56,0.43,NA,NA,NA,8.02,FALSE,2022-04-05,2022-04-05 15:13:00.856,1649171580.856,2022-04-11 11:08:38.399,1649675318.399,"bsth","Band spread or trailing hose",10,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,610,3371,3375,3,NA,"STABIL26",1,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",477,536,13,NA,NA,56.493,9.5613,"flat","Foulumgård","9 AD-L",0.2,"AD-L",2,NA,60,2022-04-05 15:20:59.978,2022-04-11 09:32:41.674,1.7325,1.7262,17.204,1.7325,139.93,"Wind tunnel","wt","Wind tunnel",NA,0.095454,0.0028158,NA,0.4031,0.54718,0.79675,1.2452,1.7951,2.2,2.5201,NA,2.8817,NA,0.4031,0.54718,0.79675,1.2452,1.7951,2.2,2.5201,NA,2.8817,NA,0.011891,0.016141,0.023503,0.03673,0.052954,0.064897,0.074338,NA,0.085005,9,24,65,NA,NA,NA,0.21,NA,NA,5.95,1.2,"No",NA,NA,4.6,3.9666,2.5167,2.1384,3.8609,3.7727,3.9163,3.9729,3.9729,2,NA,4.8,4.8667,4.7667,4.3769,4.5348,4.7532,4.8569,4.8534,4.8534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,246.16,164.27,82.137,82.03,63.048,62.295,90.345,118.74,118.74,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,63.1,66,76.4,86.546,89.774,88.327,80.847,78.784,78.784,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,NA,4.16,70.16,2.48,1.13,NA,NA,NA,7.53,FALSE,2022-04-05,2022-04-05 15:20:59.978,1649172059.978,2022-04-11 11:16:37.95,1649675797.95,"bsth","Band spread or trailing hose",30,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 1"
205,611,3372,3376,3,NA,"STABIL26",2,NA,"AU","DK","Dela Pierre, Flavia","../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26.xlsx",537,617,14,NA,NA,56.493,9.5613,"flat","Foulumgård","1 AD-L",0.2,"AD-L",3,NA,81,2022-04-19 13:28:47.258,2022-04-25 08:04:27.806,1.7324,1.7321,1.7328,1.7324,140.33,"Wind tunnel","wt","Wind tunnel",NA,0.41555,0.010574,NA,1.3209,1.6769,2.165,2.8935,3.7599,4.3248,4.6857,NA,5.1098,NA,1.3209,1.6769,2.165,2.8935,3.7599,4.3248,4.6857,NA,5.1098,NA,0.03361,0.04267,0.05509,0.073626,0.095671,0.11004,0.11923,NA,0.13002,9,24,65,NA,NA,NA,0.15,NA,NA,5.72,1.19,"No",NA,NA,16.6,16.367,13.383,10.946,10.47,10.771,10.867,10.131,10.131,2,NA,7.35,7.6333,7.9833,7.7615,7.9111,8.0268,8.1545,8.3025,8.3025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,602.8,488.53,246.57,233.05,255.27,264.44,268.34,254.68,254.68,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,44.35,44.867,57.65,69.346,69.841,67.951,67.42,68.001,68.001,NA,"mix","Mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,NA,4.22,70.62,2.11,1.31,NA,NA,NA,7.77,FALSE,2022-04-19,2022-04-19 13:28:47.258,1650374927.258,2022-04-25 09:48:25.273,1650880105.273,"bsth","Band spread or trailing hose",30,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trial 3"
